Pos,ID,Name,BV,SV,Team,21_xMins,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,30_xMins,21_Pts,22_Pts,23_Pts,24_Pts,25_Pts,26_Pts,27_Pts,28_Pts,29_Pts,30_Pts
M,50,Buendía,5.3,5.3,Aston Villa,64.80,64.80,31.80,31.80,31.80,31.80,31.80,31.80,31.80,43.50,3.69,3.97,1.69,1.96,1.83,1.97,1.94,2.00,1.82,2.41
M,52,J.Ramsey,5.3,5.3,Newcastle,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,1.34,1.35,1.30,1.13,1.38,1.25,1.13,1.38,1.33,1.18
M,53,Malen,5.1,5.1,Aston Villa,44.70,44.70,33.90,33.90,33.90,33.90,33.90,33.90,33.90,39.60,2.66,2.87,1.91,2.28,2.03,2.22,2.21,2.29,2.05,2.30
M,54,McGinn,5.4,5.4,Aston Villa,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,3.43,3.71,3.25,3.74,3.49,3.70,3.65,3.77,3.42,3.32
M,55,Barkley,4.8,4.8,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,84.15,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,2.94,2.88,2.62,2.73,2.70,2.76,2.69,2.76,2.65,2.63
M,59,Onana,4.8,4.8,Aston Villa,0.00,0.00,56.85,56.85,56.85,56.85,56.85,56.85,56.85,56.85,0.00,0.00,2.36,2.51,2.48,2.49,2.42,2.48,2.46,2.45
M,60,Broggio,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.3,4.3,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01
F,64,Watkins,8.7,8.7,Aston Villa,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,3.88,4.29,3.82,4.32,4.07,4.34,4.26,4.54,4.06,3.91
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.21,2.76,2.74,3.39,3.05,3.40,3.23,3.75,3.46,3.65
G,68,Dennis,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.8,4.8,Bournemouth,86.70,86.70,86.70,86.70,86.70,86.70,85.95,85.95,85.95,85.95,4.58,3.58,3.85,4.68,4.14,4.66,4.48,4.97,4.96,5.06
D,73,Smith,4.4,4.4,Bournemouth,25.05,45.60,45.60,45.60,45.60,45.60,45.60,25.05,25.05,25.05,0.93,1.29,1.37,1.76,1.56,1.67,1.64,1.01,0.95,0.99
D,74,Truffert,4.5,4.5,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.53,2.66,2.89,3.66,3.12,3.59,3.44,3.86,3.79,4.00
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,3.9,3.9,Bournemouth,78.90,78.90,78.90,78.90,78.90,78.90,45.15,45.15,45.15,45.15,3.78,3.00,3.24,3.87,3.40,3.86,2.22,2.44,2.43,2.56
D,80,Soler,4.0,4.0,Bournemouth,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.14
M,81,Kluivert,7.0,7.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.40,65.40,65.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,3.77,3.96
M,82,Semenyo,7.6,7.6,Bournemouth,84.75,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,4.88,1.59,1.59,1.90,1.74,1.67,1.80,1.83,1.77,1.85
M,83,O.Dango,5.8,5.8,Brentford,0.00,0.00,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,0.00,0.00,4.25,3.73,3.71,3.25,4.29,4.49,4.01,4.90
M,84,Tavernier,5.6,5.6,Bournemouth,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,4.21,4.01,4.01,4.62,4.37,4.13,4.40,4.45,4.37,4.48
M,85,Adams,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.40,83.40,83.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,3.16,3.21
M,86,Brooks,5.0,5.0,Bournemouth,73.95,79.05,79.05,79.05,79.05,79.05,79.05,64.80,64.80,64.80,3.66,3.37,3.38,4.01,3.69,3.52,3.78,3.44,3.38,3.49
M,87,Christie,4.9,4.9,Bournemouth,32.70,32.70,32.70,32.70,32.70,32.70,32.70,18.90,18.90,18.90,1.46,1.40,1.34,1.46,1.45,1.44,1.42,0.81,0.82,0.83
M,88,Cook,4.9,4.9,Bournemouth,66.60,70.50,70.50,70.50,70.50,70.50,70.50,21.60,21.60,21.60,2.97,2.94,2.80,3.06,3.06,3.07,2.89,0.89,0.89,0.91
M,90,Scott,5.0,5.0,Bournemouth,74.70,74.70,74.70,74.70,74.70,74.70,74.70,69.30,69.30,69.30,3.45,3.21,3.10,3.39,3.45,3.40,3.28,3.21,3.18,3.27
F,97,Evanilson,7.0,7.0,Bournemouth,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.82,3.60,3.51,4.09,3.72,3.56,3.93,4.07,4.06,4.13
F,98,Enes Ünal,5.4,5.4,Bournemouth,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.52,0.47,0.48,0.54,0.50,0.48,0.52,0.54,0.53,0.56
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,46.05,59.10,59.10,59.10,59.10,59.10,59.10,26.55,26.55,26.55,2.24,2.74,2.69,3.14,2.88,2.74,2.99,1.50,1.47,1.52
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.92,2.45,3.40,2.80,2.86,2.42,3.27,3.74,3.15,3.80
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04
D,106,Collins,4.9,4.9,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,4.93,3.20,4.25,3.72,3.84,3.35,4.16,5.04,4.13,4.96
D,107,Lewis-Potter,4.9,4.9,Brentford,58.65,58.65,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,3.56,2.16,0.97,0.83,0.81,0.74,0.96,1.03,0.87,1.12
D,108,Ajer,4.4,4.4,Brentford,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,4.30,2.86,3.80,3.26,3.38,2.96,3.65,4.46,3.64,4.42
D,109,Henry,4.3,4.3,Brentford,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,2.19,1.36,1.91,1.57,1.56,1.40,1.84,2.13,1.67,2.24
D,110,Kayode,4.5,4.5,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,82.65,82.65,82.65,82.65,3.85,2.22,3.33,2.65,2.68,2.32,3.19,3.88,2.91,4.07
D,111,Pinnock,4.2,4.2,Brentford,16.65,16.65,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,0.86,0.66,0.45,0.42,0.44,0.41,0.45,0.51,0.46,0.50
D,113,Van den Berg,4.5,4.5,Brentford,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,2.45,1.63,2.15,1.86,1.94,1.70,2.10,2.57,2.08,2.50
D,114,Arthur,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,116,Hickey,4.0,4.0,Brentford,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,1.39,0.85,1.18,0.97,0.96,0.88,1.16,1.33,1.04,1.38
M,119,Mbeumo,8.1,8.1,Man Utd,0.00,0.00,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,0.00,0.00,3.34,5.06,4.89,4.91,4.41,4.97,4.19,4.69
M,120,Schade,7.1,7.1,Brentford,82.95,82.95,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,4.87,3.82,4.21,3.64,3.70,3.18,4.24,4.45,4.02,5.05
M,121,Damsgaard,5.8,5.8,Brentford,65.55,65.55,46.95,46.95,46.95,46.95,46.95,46.95,46.95,46.95,3.49,2.95,2.35,2.16,2.11,1.87,2.34,2.42,2.25,2.57
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.7,4.7,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,2.07,1.85,1.99,1.90,1.86,1.71,1.99,2.03,1.93,2.16
M,125,Janelt,4.9,4.9,Brentford,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,2.74,2.63,2.79,2.70,2.67,2.35,2.79,2.77,2.72,2.83
M,126,Jensen,4.9,4.9,Brentford,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,2.24,1.89,2.07,1.91,1.90,1.72,2.08,2.13,1.98,2.28
M,127,Nunes,4.9,4.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,128,Onyeka,4.8,4.8,Brentford,0.00,0.00,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.00,0.00,0.40,0.38,0.37,0.36,0.40,0.41,0.39,0.43
M,129,Yarmoliuk,5.0,5.0,Brentford,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,2.94,2.81,3.04,2.89,2.83,2.48,2.98,2.96,2.94,3.03
M,130,Donovan,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,131,Konak,4.3,4.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,132,Maghoma,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,133,Peart-Harris,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,135,Wissa,7.3,7.3,Newcastle,34.35,56.85,56.85,56.85,56.85,56.85,56.85,56.85,56.85,56.85,2.07,3.39,3.19,2.65,3.33,2.95,2.56,3.20,3.36,2.81
F,136,Thiago,7.0,7.0,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,82.65,82.65,82.65,82.65,4.62,3.70,4.09,3.66,3.61,3.24,4.23,4.46,4.02,4.89
G,138,Steele,4.2,4.2,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.04
G,139,Verbruggen,4.5,4.5,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.07,3.39,3.26,3.65,3.52,2.74,3.24,3.28,2.35,3.48
G,140,McGill,3.9,3.9,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,0.17,0.22,0.21,0.23,0.22,0.19,0.21,0.21,0.18,0.22
D,144,Coppola,4.2,4.2,Brighton,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,0.10,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.11,0.12
D,145,De Cuyper,4.3,4.3,Brighton,25.50,25.50,25.50,25.50,25.50,25.50,25.50,25.50,25.50,25.50,0.87,1.30,1.13,1.31,1.28,1.05,1.15,1.24,0.92,1.20
D,146,Dunk,4.5,4.5,Brighton,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,1.79,3.50,3.17,3.86,3.69,2.68,3.36,3.37,2.32,3.48
D,148,F.Kadıoğlu,4.4,4.4,Brighton,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,1.77,3.46,3.01,3.79,3.60,2.58,3.13,3.38,2.20,3.41
D,149,Igor,4.5,4.5,West Ham,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,0.42,0.39,0.44,0.35,0.45,0.41,0.42,0.37,0.40,0.35
D,151,Van Hecke,4.5,4.5,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,2.10,3.85,3.42,4.30,4.04,3.02,3.73,3.65,2.71,3.82
D,152,Veltman,4.3,4.3,Brighton,84.60,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,2.34,1.15,1.02,1.19,1.16,0.96,1.11,1.07,0.88,1.10
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.8,3.8,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.1,6.1,Brighton,78.75,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,3.07,3.04,2.57,2.87,2.82,2.44,2.56,2.77,2.19,2.65
M,158,Georginio,5.6,5.6,Brighton,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,3.10,4.21,3.60,3.93,3.92,3.36,3.61,3.82,3.03,3.66
M,159,March,5.8,5.8,Brighton,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,0.27,0.32,0.28,0.30,0.30,0.28,0.29,0.30,0.25,0.29
M,160,Minteh,5.9,5.9,Brighton,25.20,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,1.02,4.04,3.38,3.76,3.75,3.26,3.36,3.67,2.81,3.46
M,162,Gruda,5.4,5.4,Brighton,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,1.60,2.10,1.76,1.95,1.92,1.70,1.77,1.91,1.53,1.82
M,163,Hinshelwood,5.1,5.1,Brighton,46.50,40.65,25.50,25.50,25.50,25.50,25.50,25.50,25.50,25.50,1.55,1.63,0.96,1.02,1.01,0.95,0.98,1.02,0.90,0.98
M,166,Ayari,4.8,4.8,Brighton,76.35,76.35,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10,3.09,3.80,3.00,3.37,3.26,3.13,3.12,3.29,2.67,3.13
M,167,Baleba,4.6,4.6,Brighton,0.00,0.00,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,0.00,0.00,1.31,1.43,1.39,1.35,1.33,1.40,1.20,1.33
M,168,Buonanotte,4.6,4.6,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,169,Gomez,4.9,4.9,Brighton,68.40,52.35,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,2.80,2.74,1.61,1.75,1.78,1.61,1.65,1.76,1.43,1.67
M,170,Milner,4.9,4.9,Brighton,13.05,9.60,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,0.49,0.43,0.26,0.27,0.28,0.26,0.26,0.27,0.24,0.26
M,172,Watson,4.8,4.8,Brighton,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,0.12,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.12,0.14
M,173,Wieffer,4.9,4.9,Brighton,0.00,70.20,70.20,70.20,70.20,70.20,70.20,70.20,70.20,70.20,0.00,3.51,3.10,3.48,3.35,3.25,3.19,3.41,2.78,3.21
M,175,Knight,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.3,6.3,Brighton,49.65,49.65,49.65,49.65,49.65,49.65,49.65,49.65,49.65,49.65,2.36,3.11,2.62,2.90,2.89,2.49,2.64,2.78,2.22,2.67
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.89,1.11,0.93,1.01,1.03,0.91,0.96,1.00,0.82,0.96
