Pos,ID,Name,BV,SV,Team,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts,18_Pts
F,98,Enes Ünal,5.4,5.4,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,100,Kroupi.Jr,4.5,4.5,Bournemouth,63.30,31.95,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,3.33,1.35,0.82,1.01,0.88,0.88,0.86,0.81,1.01,0.87
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.90,3.17,3.19,2.87,4.07,2.46,2.96,3.67,3.59,3.50
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.03
D,106,Collins,4.9,4.9,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.32,3.00,3.39,3.17,4.27,2.85,3.30,3.78,4.35,3.91
D,107,Lewis-Potter,4.9,4.9,Brentford,35.85,28.65,28.65,28.65,28.65,28.65,28.65,28.65,68.25,68.25,1.18,1.00,1.04,1.00,1.36,0.86,1.04,1.24,2.85,2.68
D,108,Ajer,4.4,4.4,Brentford,66.00,52.35,52.35,52.35,52.35,52.35,52.35,52.35,52.35,52.35,1.90,1.73,1.85,1.71,2.54,1.26,1.80,2.29,2.13,2.05
D,109,Henry,4.4,4.4,Brentford,16.05,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.54,0.44,0.45,0.43,0.53,0.39,0.44,0.50,0.48,0.47
D,110,Kayode,4.5,4.5,Brentford,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,2.21,2.46,2.72,2.57,3.77,1.78,2.70,3.47,3.23,3.05
D,111,Pinnock,4.3,4.3,Brentford,22.35,14.40,14.40,14.40,14.40,14.40,14.40,14.40,43.50,43.50,0.90,0.54,0.57,0.55,0.66,0.52,0.57,0.60,2.13,1.93
D,113,Van den Berg,4.5,4.5,Brentford,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.13,2.88,3.17,2.94,4.04,2.63,3.06,3.57,4.02,3.58
D,114,Arthur,3.9,3.9,Brentford,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,116,Hickey,4.0,4.0,Brentford,20.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,0.61,1.59,1.69,1.47,2.48,1.06,1.53,2.15,2.01,1.88
M,119,Mbeumo,8.0,8.0,Man Utd,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,0.00,0.00,4.64,4.41,4.20,4.54,4.00,5.32,4.47,4.57,0.00,0.00
M,120,Schade,7.0,7.0,Brentford,83.55,83.55,83.55,83.55,83.55,73.95,83.55,83.55,77.70,77.70,4.02,3.89,3.99,3.92,5.07,2.88,4.07,4.61,4.17,4.16
M,121,Damsgaard,5.8,5.8,Brentford,76.05,76.05,76.05,76.05,76.05,76.05,76.05,76.05,80.40,80.40,3.74,3.37,3.57,3.41,3.96,3.34,3.42,4.07,4.00,4.08
M,122,Milambo,5.3,5.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.9,4.9,Brentford,6.45,6.45,6.45,6.45,6.45,27.90,6.45,6.45,38.40,38.40,0.35,0.34,0.34,0.34,0.41,1.20,0.34,0.38,2.08,2.14
M,124,Henderson,5.0,5.0,Brentford,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,2.73,2.51,2.74,2.58,2.98,2.32,2.80,2.83,3.00,2.88
M,125,Janelt,4.9,4.9,Brentford,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,0.88,0.83,0.86,0.86,0.93,0.79,0.89,0.91,0.93,0.89
M,126,Jensen,4.9,4.9,Brentford,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,0.66,0.63,0.65,0.63,0.73,0.56,0.66,0.69,0.70,0.68
M,127,Nunes,4.9,4.9,Brentford,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.38,0.38,0.38,0.38,0.44,0.33,0.38,0.41,0.40,0.40
M,128,Onyeka,4.9,4.9,Brentford,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.00,0.00,0.38,0.37,0.37,0.37,0.41,0.34,0.38,0.39,0.00,0.00
M,129,Yarmoliuk,5.0,5.0,Brentford,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.14,2.71,3.04,2.92,3.20,2.63,3.17,3.13,3.47,3.08
M,130,Donovan,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,131,Konak,4.4,4.4,Brentford,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.04
M,132,Maghoma,4.5,4.5,Brentford,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.05,0.04
M,133,Peart-Harris,4.4,4.4,Brentford,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03
F,135,Wissa,7.4,7.4,Newcastle,0.00,0.00,36.00,45.90,45.90,45.90,45.90,45.90,0.00,0.00,0.00,0.00,2.04,2.50,2.39,2.80,3.05,2.64,0.00,0.00
F,136,Thiago,6.1,6.1,Brentford,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,81.15,81.15,3.82,3.73,3.71,3.81,4.74,2.90,3.85,4.34,3.99,4.13
F,137,Morgan,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,138,Steele,4.3,4.3,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03
G,139,Verbruggen,4.4,4.4,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.61,3.23,2.92,3.59,2.97,3.32,3.62,2.31,3.84,2.14
G,140,McGill,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.3,4.3,Brighton,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,0.13,0.14,0.14,0.14,0.13,0.14,0.15,0.13,0.15,0.12
D,144,Coppola,4.3,4.3,Brighton,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,0.20,0.23,0.22,0.23,0.21,0.22,0.24,0.20,0.24,0.19
D,145,De Cuyper,4.4,4.4,Brighton,49.65,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,1.66,1.32,1.09,1.35,1.15,1.27,1.43,0.93,1.44,0.83
D,146,Dunk,4.5,4.5,Brighton,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,2.50,3.39,3.31,3.55,2.96,3.31,3.92,2.41,4.01,1.95
D,148,F.Kadıoğlu,4.4,4.4,Brighton,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,2.37,3.40,2.66,3.50,2.87,3.21,3.78,2.21,3.92,1.82
D,149,Igor,4.5,4.5,West Ham,8.10,8.10,8.10,8.10,8.10,8.10,0.00,8.10,8.10,8.10,0.28,0.28,0.31,0.28,0.27,0.26,0.00,0.29,0.25,0.30
D,151,Van Hecke,4.4,4.4,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,2.98,3.85,3.83,4.02,3.41,3.76,4.49,2.86,4.57,2.32
D,152,Veltman,4.4,4.4,Brighton,47.40,47.40,47.40,47.40,47.40,47.40,47.40,47.40,47.40,47.40,1.62,2.14,1.89,2.29,1.93,2.12,2.32,1.56,2.43,1.25
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.9,3.9,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.3,6.3,Brighton,46.80,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,2.26,4.57,3.87,4.65,4.04,4.26,4.88,3.57,4.72,3.01
M,158,Georginio,5.7,5.7,Brighton,77.85,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,3.66,3.79,3.22,3.86,3.42,3.55,4.09,2.97,3.99,2.57
M,159,March,5.8,5.8,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,160,Minteh,6.0,6.0,Brighton,84.15,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,3.91,4.36,3.70,4.53,4.03,4.23,4.69,3.69,4.62,2.97
M,162,Gruda,5.4,5.4,Brighton,21.60,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,1.10,2.45,2.11,2.53,2.25,2.31,2.61,1.97,2.55,1.70
M,163,Hinshelwood,5.2,5.2,Brighton,0.00,0.00,0.00,26.55,26.55,26.55,26.55,26.55,58.35,58.35,0.00,0.00,0.00,1.13,1.05,1.05,1.13,0.99,2.45,1.70
M,166,Ayari,4.9,4.9,Brighton,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,71.25,71.25,3.12,3.61,3.32,3.75,3.25,3.43,3.81,3.32,3.45,2.39
M,167,Baleba,4.8,4.8,Brighton,63.90,63.90,63.90,63.90,63.90,63.90,63.90,63.90,0.00,0.00,2.56,2.94,2.76,3.01,2.64,2.79,3.06,2.76,0.00,0.00
M,168,Buonanotte,4.8,4.8,Chelsea,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,0.30,0.26,0.29,0.28,0.23,0.25,0.24,0.26,0.22,0.26
M,169,Gomez,4.9,4.9,Brighton,20.55,27.45,33.30,37.50,37.50,37.50,37.50,37.50,42.90,42.90,0.91,1.36,1.52,1.91,1.73,1.74,1.97,1.69,2.22,1.56
M,170,Milner,5.0,5.0,Brighton,28.20,27.75,27.75,19.80,19.80,19.80,19.80,19.80,30.45,30.45,1.05,1.23,1.13,0.92,0.81,0.85,0.93,0.80,1.45,1.02
M,172,Watson,4.9,4.9,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04
M,173,Wieffer,4.9,4.9,Brighton,69.30,63.45,57.30,51.45,51.45,51.45,51.45,51.45,51.45,51.45,2.92,2.76,2.27,2.35,2.25,2.13,2.22,2.13,2.30,1.60
M,175,Knight,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.3,6.3,Brighton,77.85,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,4.00,3.37,2.84,3.42,3.02,3.19,3.64,2.61,3.50,2.25
